Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
20010881,Sulfato De Zinc,Sulfato De Zinc 549 mg,ml,Frasco,Sulzinc,Humax,Sulzinc (Humax) - Frasco 80 ml - Cada 100 ml contiene: Sulfato De Zinc 549 mg,Comercial,14198.98191,Bajo,1
20010881,Sulfato De Zinc,Sulfato De Zinc 549 mg,ml,Frasco,Sulzinc,Humax,Sulzinc (Humax) - Frasco 80 ml - Cada 100 ml contiene: Sulfato De Zinc 549 mg,Institucional,5628.269696,Alto,3
20010881,Sulfato De Zinc,Sulfato De Zinc 549 mg,ml,Frasco,Sulzinc,Humax,Sulzinc (Humax) - Frasco 120 ml - Cada 100 ml contiene: Sulfato De Zinc 549 mg,Comercial,18646.46632,Alto,3
20010881,Sulfato De Zinc,Sulfato De Zinc 549 mg,ml,Frasco,Sulzinc,Humax,Sulzinc (Humax) - Frasco 120 ml - Cada 100 ml contiene: Sulfato De Zinc 549 mg,Institucional,3475.648501,Medio,2
20010923,Sildenafil,Sildenafil 100 mg,mg,Tableta,Sildenafil,Tecnoquimicas,Sildenafil (Tecnoquimicas) - Cada Tableta contiene: Sildenafil 100 mg,Comercial,9635.110942,Medio,2
20010923,Sildenafil,Sildenafil 100 mg,mg,Tableta,Sildenafil,Tecnoquimicas,Sildenafil (Tecnoquimicas) - Cada Tableta contiene: Sildenafil 100 mg,Institucional,7676,Medio,2
20010926,Irinotecan,Irinotecan 100 mg,ml,Vial,Irinotecan,Venus,Irinotecan (Venus) - Vial 5 ml - Cada 5 ml contiene: Irinotecan 100 mg,Comercial,51988.73775,Alto,3
20010926,Irinotecan,Irinotecan 100 mg,ml,Vial,Irinotecan,Venus,Irinotecan (Venus) - Vial 5 ml - Cada 5 ml contiene: Irinotecan 100 mg,Institucional,52025.54094,Medio,2
20010927,Bleomicina,Bleomicina 15 IU,IU,Vial,Bleomicina,Venus,Bleomicina (Venus) - Cada Vial contiene: Bleomicina 15 IU,Institucional,57403.58642,Bajo,1
20010927,Bleomicina,Bleomicina 15 IU,IU,Vial,Bleomicina,Venus,Bleomicina (Venus) - Cada Vial contiene: Bleomicina 15 IU,Comercial,56316.09551,Bajo,1
20010928,Doxorubicina,Doxorubicina 10 mg,ml,Vial,Doxorubicina,Al Pharma,Doxorubicina (Al Pharma) - Vial 5 ml - Cada 5 ml contiene: Doxorubicina 10 mg,Institucional,9967.887112,Medio,2
20010928,Doxorubicina,Doxorubicina 10 mg,ml,Vial,Doxorubicina,Al Pharma,Doxorubicina (Al Pharma) - Vial 5 ml - Cada 5 ml contiene: Doxorubicina 10 mg,Comercial,9475.657509,Medio,2
20010931,Ibuprofeno,Ibuprofeno 400 mg,mg,Capsula,Ibudol,Farmadisa,Ibudol (Farmadisa) - Cada Capsula contiene: Ibuprofeno 400 mg,Comercial,1950.405926,Alto,3
20010948,Formoterol + Beclometasona,Formoterol 6 mcg + Beclometasona 100 mcg,dosis,Inhalador,Foster,Chiesi,Foster (Chiesi) - Inhalador 120 dosis - Cada 1 dosis contiene: Formoterol 6 mcg + Beclometasona 100 mcg,Institucional,137322,Medio,2
20010948,Formoterol + Beclometasona,Formoterol 6 mcg + Beclometasona 100 mcg,dosis,Inhalador,Foster,Chiesi,Foster (Chiesi) - Inhalador 120 dosis - Cada 1 dosis contiene: Formoterol 6 mcg + Beclometasona 100 mcg,Comercial,107008.3214,Medio,2
20011017,Tamsulosina,"Tamsulosina 0,4 mg",mg,Capsula,Demulin,Legrand,"Demulin (Legrand) - Cada Capsula contiene: Tamsulosina 0,4 mg",Comercial,800,Bajo,1
20011017,Tamsulosina,"Tamsulosina 0,4 mg",mg,Capsula,Demulin,Legrand,"Demulin (Legrand) - Cada Capsula contiene: Tamsulosina 0,4 mg",Institucional,362.4875101,Bajo,1
20011041,Multivitaminas Y Otros Minerales Incl Combinaciones,Multivitaminas Y Otros Minerales Incl Combinaciones,mg,Capsula,Viplena,Synthesis,Viplena (Synthesis) - Cada Capsula contiene: Multivitaminas Y Otros Minerales Incl Combinaciones,Comercial,2062.566667,Medio,2
20011041,Multivitaminas Y Otros Minerales Incl Combinaciones,Multivitaminas Y Otros Minerales Incl Combinaciones,mg,Capsula,Viplena,Synthesis,Viplena (Synthesis) - Cada Capsula contiene: Multivitaminas Y Otros Minerales Incl Combinaciones,Institucional,1073.798535,Medio,2
20011067,Doxorubicina,Doxorubicina 50 mg,ml,Vial,Doxorubicina,Al Pharma,Doxorubicina (Al Pharma) - Vial 25 ml - Cada 25 ml contiene: Doxorubicina 50 mg,Institucional,39975.66579,Medio,2
20011067,Doxorubicina,Doxorubicina 50 mg,ml,Vial,Doxorubicina,Al Pharma,Doxorubicina (Al Pharma) - Vial 25 ml - Cada 25 ml contiene: Doxorubicina 50 mg,Comercial,40646.71655,Medio,2
20011084,Prednisolona,Prednisolona 5 mg,mg,Tableta,Prednisolona,Genfar,Prednisolona (Genfar) - Cada Tableta contiene: Prednisolona 5 mg,Comercial,292.917551,Alto,3
20011084,Prednisolona,Prednisolona 5 mg,mg,Tableta,Prednisolona,Genfar,Prednisolona (Genfar) - Cada Tableta contiene: Prednisolona 5 mg,Institucional,26.53624836,Bajo,1
20011198,Acido Ioxitalamico,"Alantoina 0,2 g + Alquitran De Hulla 5 g",ml,Frasco,Soriderm Champu,Anglopharma,"Soriderm Champu (Anglopharma) - Frasco 250 ml - Cada 100 ml contiene: Alantoina 0,2 g + Alquitran De Hulla 5 g",Comercial,13475.78728,Medio,2
20011198,Acido Ioxitalamico,"Alantoina 0,2 g + Alquitran De Hulla 5 g",ml,Frasco,Soriderm Champu,Anglopharma,"Soriderm Champu (Anglopharma) - Frasco 250 ml - Cada 100 ml contiene: Alantoina 0,2 g + Alquitran De Hulla 5 g",Institucional,8638.166065,Medio,2
20011320,Trimebutina Y Simeticona,Trimebutina Maleato 200 mg + Simeticona 75 mg,mg,Tableta,Libertrim Sii,Aulen,Libertrim Sii (Aulen) - Cada Tableta contiene: Trimebutina Maleato 200 mg + Simeticona 75 mg,Comercial,2664.822967,Medio,2
20011348,Calcio (Diferentes Sales En Combinacion),Calcio (Diferentes Sales En Combinacion) 600 mg + Calcio (Diferentes Sales En Combinacion) 400 IU,mg,Tableta,Caltrate D,Glaxosmithkline,Caltrate D (Glaxosmithkline) - Cada Tableta contiene: Calcio (Diferentes Sales En Combinacion) 600 mg + Calcio (Diferentes Sales En Combinacion) 400 IU,Comercial,1099.0417,Medio,2
20011348,Calcio (Diferentes Sales En Combinacion),Calcio (Diferentes Sales En Combinacion) 600 mg + Calcio (Diferentes Sales En Combinacion) 400 IU,mg,Tableta,Caltrate D,Glaxosmithkline,Caltrate D (Glaxosmithkline) - Cada Tableta contiene: Calcio (Diferentes Sales En Combinacion) 600 mg + Calcio (Diferentes Sales En Combinacion) 400 IU,Institucional,849.9398112,Medio,2
20011362,Antigenos Polisacaridos Conjugados Purificados De Neumococo,Antigenos Polisacaridos Conjugados Purificados De Neumococo,ml,Jeringa Prellenada,Prevenar Vacuna,Pfizer,"Prevenar Vacuna (Pfizer) - Jeringa Prellenada 0,5 ml - Cada 0,5 ml contiene: Antigenos Polisacaridos Conjugados Purificados De Neumococo",Comercial,119712.1616,Medio,2
20011362,Antigenos Polisacaridos Conjugados Purificados De Neumococo,Antigenos Polisacaridos Conjugados Purificados De Neumococo,ml,Jeringa Prellenada,Prevenar Vacuna,Pfizer,"Prevenar Vacuna (Pfizer) - Jeringa Prellenada 0,5 ml - Cada 0,5 ml contiene: Antigenos Polisacaridos Conjugados Purificados De Neumococo",Institucional,137556.7539,Medio,2
20011363,Clofarabina,Clofarabina 1 mg,ml,Vial,Clolar,Genzyme,Clolar (Genzyme) - Vial 20 ml - Cada 1 ml contiene: Clofarabina 1 mg,Institucional,6257763,Medio,2
20011384,Clozapina,Clozapina 25 mg,mg,Tableta,Clozapina,Winthrop,Clozapina (Winthrop) - Cada Tableta contiene: Clozapina 25 mg,Institucional,71.53978495,Bajo,1
20011387,Acetaminofen + Loratadina + Fenilefrina,Fenilefrina 2 mg + Acetaminofen 100 mg + Loratadina 1 mg,ml,Frasco,Descongelitof,Chalver,Descongelitof (Chalver) - Frasco 15 ml - Cada 1 ml contiene: Fenilefrina 2 mg + Acetaminofen 100 mg + Loratadina 1 mg,Institucional,14333.33333,Medio,2
20011387,Acetaminofen + Loratadina + Fenilefrina,Fenilefrina 2 mg + Acetaminofen 100 mg + Loratadina 1 mg,ml,Frasco,Descongelitof,Chalver,Descongelitof (Chalver) - Frasco 15 ml - Cada 1 ml contiene: Fenilefrina 2 mg + Acetaminofen 100 mg + Loratadina 1 mg,Comercial,14333.33333,Medio,2
20011388,Furosemida,Furosemida 20 mg,ml,Ampolla,Furosemida,Vitalis,Furosemida (Vitalis) - Ampolla 2 ml - Cada 2 ml contiene: Furosemida 20 mg,Comercial,1857.46321,Medio,2
20011388,Furosemida,Furosemida 20 mg,ml,Ampolla,Furosemida,Vitalis,Furosemida (Vitalis) - Ampolla 2 ml - Cada 2 ml contiene: Furosemida 20 mg,Institucional,315.9878692,Medio,2
20011405,Mesalazina,Mesalazina 500 mg,mg,Supositorio,Mesax,Labinco,Mesax (Labinco) - Cada Supositorio contiene: Mesalazina 500 mg,Institucional,1126.236705,Bajo,1
20011479,Sulfato De Zinc,Sulfato De Zinc 200 mg,ml,Frasco,Zinc-Olicol,Licol,Zinc-Olicol (Licol) - Frasco 120 ml - Cada 100 ml contiene: Sulfato De Zinc 200 mg,Comercial,16386.23404,Medio,2
20011479,Sulfato De Zinc,Sulfato De Zinc 200 mg,ml,Frasco,Zinc-Olicol,Licol,Zinc-Olicol (Licol) - Frasco 120 ml - Cada 100 ml contiene: Sulfato De Zinc 200 mg,Institucional,2686.990045,Medio,2
20011525,Ibuprofeno,Ibuprofeno 2 g,ml,Frasco,Ibuprofeno,Pentacoop,Ibuprofeno (Pentacoop) - Frasco 120 ml - Cada 100 ml contiene: Ibuprofeno 2 g,Comercial,3473.160143,Bajo,1
20011526,Nifuroxazida,Nifuroxazida 200 mg + Nifuroxazida 300 mg,mg,Capsula,Krodex,Patmar,Krodex (Patmar) - Cada Capsula contiene: Nifuroxazida 200 mg + Nifuroxazida 300 mg,Comercial,1324.544598,Medio,2
20011544,Terbinafina,Terbinafina 1 g,g,Tubo,Terbifin,Humax,Terbifin (Humax) - Tubo 15 g - Cada 100 g contiene: Terbinafina 1 g,Comercial,9879.385201,Medio,2
20011544,Terbinafina,Terbinafina 1 g,g,Tubo,Terbifin,Humax,Terbifin (Humax) - Tubo 15 g - Cada 100 g contiene: Terbinafina 1 g,Institucional,4496.972757,Bajo,1
20011733,Eritromicina,Eritromicina 500 mg,mg,Tableta,Eritromicina,Anglopharma,Eritromicina (Anglopharma) - Cada Tableta contiene: Eritromicina 500 mg,Comercial,678.1721311,Bajo,1
20011733,Eritromicina,Eritromicina 500 mg,mg,Tableta,Eritromicina,Anglopharma,Eritromicina (Anglopharma) - Cada Tableta contiene: Eritromicina 500 mg,Institucional,438.3962264,Medio,2
20011750,Beclometasona,Beclometasona 250 mcg,dosis,Inhalador,Beclometasona,Faes Farma,Beclometasona (Faes Farma) - Inhalador 200 dosis - Cada 1 dosis contiene: Beclometasona 250 mcg,Institucional,7635.939364,Alto,3
20011867,Gemcitabina,Gemcitabina 1000 mg,mg,Vial,Gemcitabina,Venus,Gemcitabina (Venus) - Cada Vial contiene: Gemcitabina 1000 mg,Institucional,53000,Alto,3
20011867,Gemcitabina,Gemcitabina 1000 mg,mg,Vial,Gemcitabina,Venus,Gemcitabina (Venus) - Cada Vial contiene: Gemcitabina 1000 mg,Comercial,49196,Medio,2
20011874,Acido Zoledronico,Acido Zoledronico 4 mg,mg,Vial,Acido Zolendronico,Venus,Acido Zolendronico (Venus) - Cada Vial contiene: Acido Zoledronico 4 mg,Institucional,27500,Medio,2
20011874,Acido Zoledronico,Acido Zoledronico 4 mg,mg,Vial,Acido Zolendronico,Venus,Acido Zolendronico (Venus) - Cada Vial contiene: Acido Zoledronico 4 mg,Comercial,27500,Medio,2
20011915,Lansoprazol,Lansoprazol 30 mg,mg,Capsula,Uceprazol,Coopidrogas,Uceprazol (Coopidrogas) - Cada Capsula contiene: Lansoprazol 30 mg,Comercial,704.4961384,Medio,2
20011956,Fenoximetilpenicilina,Fenoximetilpenicilina 250 mg,ml,Frasco,Penviotina,Bioquifar,Penviotina (Bioquifar) - Frasco 100 ml - Cada 5 ml contiene: Fenoximetilpenicilina 250 mg,Comercial,11623.52941,Medio,2
20011956,Fenoximetilpenicilina,Fenoximetilpenicilina 250 mg,ml,Frasco,Penviotina,Bioquifar,Penviotina (Bioquifar) - Frasco 100 ml - Cada 5 ml contiene: Fenoximetilpenicilina 250 mg,Institucional,5373.333333,Medio,2
20011983,Salbutamol,Salbutamol 100 mcg,dosis,Inhalador,Salbutamol,Faes Farma,Salbutamol (Faes Farma) - Inhalador 200 dosis - Cada 1 dosis contiene: Salbutamol 100 mcg,Institucional,4388.913875,Medio,2
20011990,Tramadol Y Diclofenaco,Diclofenaco 25 mg + Tramadol 25 mg,mg,Tableta,Adorlan,Grunenthal,Adorlan (Grunenthal) - Cada Tableta contiene: Diclofenaco 25 mg + Tramadol 25 mg,Comercial,3864.093625,Alto,3
20011990,Tramadol Y Diclofenaco,Diclofenaco 25 mg + Tramadol 25 mg,mg,Tableta,Adorlan,Grunenthal,Adorlan (Grunenthal) - Cada Tableta contiene: Diclofenaco 25 mg + Tramadol 25 mg,Institucional,698.4427506,Alto,3
20012091,Levofloxacina,Levofloxacina 500 mg,mg,Tableta,Adix,Legrand,Adix (Legrand) - Cada Tableta contiene: Levofloxacina 500 mg,Comercial,9072,Alto,3
20012109,Mosaprida,Mosaprida 5 mg,mg,Tableta,Zypanar,Quimica Patric,Zypanar (Quimica Patric) - Cada Tableta contiene: Mosaprida 5 mg,Comercial,432.0209481,Bajo,1
20012115,Azacitidina,Azacitidina 100 mg,mg,Vial,Vidaza,Bristol Myers Squibb,Vidaza (Bristol Myers Squibb) - Cada Vial contiene: Azacitidina 100 mg,Institucional,783500,Alto,3
20012141,Metocarbamol,Metocarbamol 750 mg,mg,Tableta,Reflexal,Labquifar,Reflexal (Labquifar) - Cada Tableta contiene: Metocarbamol 750 mg,Institucional,135.969112,Medio,2
20012141,Metocarbamol,Metocarbamol 750 mg,mg,Tableta,Reflexal,Labquifar,Reflexal (Labquifar) - Cada Tableta contiene: Metocarbamol 750 mg,Comercial,309.3649435,Bajo,1
20012191,Montelukast,Montelukast 10 mg,mg,Tableta,Aircys,Bioquifar,Aircys (Bioquifar) - Cada Tableta contiene: Montelukast 10 mg,Comercial,688.3202688,Bajo,1
20012191,Montelukast,Montelukast 10 mg,mg,Tableta,Aircys,Bioquifar,Aircys (Bioquifar) - Cada Tableta contiene: Montelukast 10 mg,Institucional,600,Medio,2
20012193,Montelukast,Montelukast 4 mg,mg,Tableta,Aircys,Bioquifar,Aircys (Bioquifar) - Cada Tableta contiene: Montelukast 4 mg,Comercial,731.4074074,Medio,2
20012199,Glucosamina,Glucosamina Sulfato 1500 mg,g,Sobre,Gluconitrin,Bioquifar,Gluconitrin (Bioquifar) - Sobre 4 g - Cada 4 g contiene: Glucosamina Sulfato 1500 mg,Institucional,211.3157895,Bajo,1
20039014,Pregabalina,Pregabalina 150 mg,mg,Capsula,Legabin,Legrand,Legabin (Legrand) - Cada Capsula contiene: Pregabalina 150 mg,Institucional,259.1666667,Medio,2
20012232,Oxigeno,Oxigeno 100 %,metros cubicos,Cilindro,Aire Sintetico Medicinal,Cryogas,"Aire Sintetico Medicinal (Cryogas) - Cilindro 8,2 metros cubicos - Cada 1 metros cubicos contiene: Oxigeno 100 %",Comercial,52076,Medio,2
20012232,Oxigeno,Oxigeno 100 %,metros cubicos,Cilindro,Aire Sintetico Medicinal,Cryogas,"Aire Sintetico Medicinal (Cryogas) - Cilindro 7,9 metros cubicos - Cada 1 metros cubicos contiene: Oxigeno 100 %",Comercial,82913.3436,Medio,2
20012232,Oxigeno,Oxigeno 100 %,metros cubicos,Cilindro,Aire Sintetico Medicinal,Cryogas,Aire Sintetico Medicinal (Cryogas) - Cilindro 9 metros cubicos - Cada 1 metros cubicos contiene: Oxigeno 100 %,Comercial,89624.66284,Alto,3
20012256,Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,ml,Vial,Menactra,Sanofi Aventis,"Menactra (Sanofi Aventis) - Vial 0,5 ml - Cada 0,5 ml contiene: Antigenos Meningococcicos Polisacaridos Polivalentes Purificados",Comercial,127775.4086,Medio,2
20012256,Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,ml,Vial,Menactra,Sanofi Aventis,"Menactra (Sanofi Aventis) - Vial 0,5 ml - Cada 0,5 ml contiene: Antigenos Meningococcicos Polisacaridos Polivalentes Purificados",Institucional,127185,Medio,2
20012313,Hialuronidasa,Hialuronidasa 150 IU,IU,Vial,Hylase,Advance Scientific,Hylase (Advance Scientific) - Cada Vial contiene: Hialuronidasa 150 IU,Institucional,90000,Medio,2
20012313,Hialuronidasa,Hialuronidasa 150 IU,IU,Vial,Hylase,Advance Scientific,Hylase (Advance Scientific) - Cada Vial contiene: Hialuronidasa 150 IU,Comercial,73536.58537,Medio,2
20012348,Olopatadina,Olopatadina 2 mg,ml,Frasco,Olopat,Mega Labs,Olopat (Mega Labs) - Frasco 5 ml - Cada 1 ml contiene: Olopatadina 2 mg,Comercial,57128.98479,Medio,2
20012348,Olopatadina,Olopatadina 2 mg,ml,Frasco,Olopat,Mega Labs,Olopat (Mega Labs) - Frasco 5 ml - Cada 1 ml contiene: Olopatadina 2 mg,Institucional,9242.926019,Medio,2
20012367,Albendazol,Albendazol 2 g,ml,Frasco,Maxpar,Gimed,Maxpar (Gimed) - Frasco 20 ml - Cada 100 ml contiene: Albendazol 2 g,Comercial,9000,Alto,3
20012397,Montelukast,"Montelukast 5,187 mg",mg,Tableta Masticable,Montelukast,American Generics,"Montelukast (American Generics) - Cada Tableta Masticable contiene: Montelukast 5,187 mg",Comercial,693.5115664,Medio,2
20012411,Dipirona Sodica + Cafeina + Isometepteno,Cafeina 30 mg + Isometepteno Mucato 30 mg + Dipirona 300 mg,mg,Tableta,Dosaldin,Labquifar,Dosaldin (Labquifar) - Cada Tableta contiene: Cafeina 30 mg + Isometepteno Mucato 30 mg + Dipirona 300 mg,Comercial,3102.272727,Medio,2
20012427,Estradiol Y Drospirenona,Estradiol 2 mg + Drospirenona 1 mg,mg,Tableta,Clinomat,Synthesis,Clinomat (Synthesis) - Cada Tableta contiene: Estradiol 2 mg + Drospirenona 1 mg,Comercial,1233,Medio,2
20012427,Estradiol Y Drospirenona,Estradiol 2 mg + Drospirenona 1 mg,mg,Tableta,Clinomat,Synthesis,Clinomat (Synthesis) - Cada Tableta contiene: Estradiol 2 mg + Drospirenona 1 mg,Institucional,1129.6,Medio,2
20012507,Aciclovir,Aciclovir 5 g,g,Tubo,Aciclovir 5% Crema,La Sante,Aciclovir 5% Crema (La Sante) - Tubo 20 g - Cada 100 g contiene: Aciclovir 5 g,Comercial,10230.07967,Medio,2
20012535,Isoflavonas De Soya,Isoflavona De Soya 80 mg,mg,Tableta,Aprolac,Mega Labs,Aprolac (Mega Labs) - Cada Tableta contiene: Isoflavona De Soya 80 mg,Comercial,2459.5,Medio,2
20012535,Isoflavonas De Soya,Isoflavona De Soya 80 mg,mg,Tableta,Aprolac,Mega Labs,Aprolac (Mega Labs) - Cada Tableta contiene: Isoflavona De Soya 80 mg,Institucional,436.6296074,Medio,2
20012570,Olanzapina,Olanzapina 5 mg,mg,Tableta,Olanzapina,Sandoz,Olanzapina (Sandoz) - Cada Tableta contiene: Olanzapina 5 mg,Comercial,1461,Medio,2
20012572,Olanzapina,Olanzapina 10 mg,mg,Tableta,Olanzapina,Sandoz,Olanzapina (Sandoz) - Cada Tableta contiene: Olanzapina 10 mg,Institucional,2745,Medio,2
20012572,Olanzapina,Olanzapina 10 mg,mg,Tableta,Olanzapina,Sandoz,Olanzapina (Sandoz) - Cada Tableta contiene: Olanzapina 10 mg,Comercial,2937,Medio,2
20012577,Misoprostol,Misoprostol 50 mcg,mcg,Tableta Vaginal,Cytil,Tecnoquimicas,Cytil (Tecnoquimicas) - Cada Tableta Vaginal contiene: Misoprostol 50 mcg,Comercial,27072.0615,Medio,2
20012577,Misoprostol,Misoprostol 50 mcg,mcg,Tableta Vaginal,Cytil,Tecnoquimicas,Cytil (Tecnoquimicas) - Cada Tableta Vaginal contiene: Misoprostol 50 mcg,Institucional,2168.817223,Medio,2
20012582,Acido Azelaico,Acido Azelaico 15 g,g,Tubo,Finacea,Leo,Finacea (Leo) - Tubo 30 g - Cada 100 g contiene: Acido Azelaico 15 g,Comercial,125405.3415,Alto,3
20012634,Salbutamol,Salbutamol 40 mg,ml,Frasco,Betadren,Comerfar,Betadren (Comerfar) - Frasco 120 ml - Cada 100 ml contiene: Salbutamol 40 mg,Comercial,9345.235832,Alto,3
20012677,Sildenafil,Sildenafil 50 mg,mg,Tableta,Sildenafilo,Pentacoop,Sildenafilo (Pentacoop) - Cada Tableta contiene: Sildenafil 50 mg,Comercial,583.8535698,Bajo,1
20012688,Beclometasona,Beclometasona 50 mcg,dosis,Aerosol,Beclometasona,Faes Farma,Beclometasona (Faes Farma) - Aerosol 200 dosis - Cada 1 dosis contiene: Beclometasona 50 mcg,Comercial,7571.428571,Bajo,1
20012688,Beclometasona,Beclometasona 50 mcg,dosis,Aerosol,Beclometasona,Faes Farma,Beclometasona (Faes Farma) - Aerosol 200 dosis - Cada 1 dosis contiene: Beclometasona 50 mcg,Institucional,7292.821412,Medio,2
20012740,Atazanavir,Atazanavir 200 mg,mg,Capsula,Zanavir,Humax,Zanavir (Humax) - Cada Capsula contiene: Atazanavir 200 mg,Institucional,1192.592009,Bajo,1
20012741,Levocetirizina,"Levocetirizina 0,1 g + Levocetirizina 0,05 g",ml,Frasco,Antiss D,Lafrancol,"Antiss D (Lafrancol) - Frasco 60 ml - Cada 100 ml contiene: Levocetirizina 0,1 g + Levocetirizina 0,05 g",Comercial,64280,Medio,2
20012741,Levocetirizina,"Levocetirizina 0,1 g + Levocetirizina 0,05 g",ml,Frasco,Antiss D,Lafrancol,"Antiss D (Lafrancol) - Frasco 60 ml - Cada 100 ml contiene: Levocetirizina 0,1 g + Levocetirizina 0,05 g",Institucional,24900,Medio,2
20012770,Irinotecan,Irinotecan 100 mg,ml,Vial,Irinotecan Solucion,Unipharm,Irinotecan Solucion (Unipharm) - Vial 5 ml - Cada 5 ml contiene: Irinotecan 100 mg,Comercial,34434.83557,Bajo,1
20012771,Acido Zoledronico,Acido Zoledronico 4 mg,mg,Vial,Acido Zolendronico,Unipharm,Acido Zolendronico (Unipharm) - Cada Vial contiene: Acido Zoledronico 4 mg,Comercial,24140.11765,Bajo,1
20012826,Oxantel,Oxantel 5 g + Oxantel 5 g,ml,Frasco,Pamoxpen,Comerfar,Pamoxpen (Comerfar) - Frasco 15 ml - Cada 100 ml contiene: Oxantel 5 g + Oxantel 5 g,Comercial,10541.05186,Medio,2
20012876,Amlodipino,Amlodipino 10 mg,mg,Tableta,Abalpin,Labquifar,Abalpin (Labquifar) - Cada Tableta contiene: Amlodipino 10 mg,Institucional,48.57692308,Medio,2
20012876,Amlodipino,Amlodipino 10 mg,mg,Tableta,Abalpin,Labquifar,Abalpin (Labquifar) - Cada Tableta contiene: Amlodipino 10 mg,Comercial,171.0996564,Bajo,1
20012960,Sulfametoxazol Y Trimetoprim,Sulfametoxazol 400 mg + Trimetoprim 80 mg,ml,Ampolla,Trimetoprim,Ryan,Trimetoprim (Ryan) - Ampolla 5 ml - Cada 5 ml contiene: Sulfametoxazol 400 mg + Trimetoprim 80 mg,Comercial,2780.838446,Alto,3
20012960,Sulfametoxazol Y Trimetoprim,Sulfametoxazol 400 mg + Trimetoprim 80 mg,ml,Ampolla,Trimetoprim,Ryan,Trimetoprim (Ryan) - Ampolla 5 ml - Cada 5 ml contiene: Sulfametoxazol 400 mg + Trimetoprim 80 mg,Institucional,2494.444444,Medio,2
20012979,Glucosamina,Glucosamina Sulfato 2400 mg + Glucosamina Sulfato 1500 mg + Glucosamina Sulfato 1200 mg,g,Sobre,Flexobil,Quimica Patric,Flexobil (Quimica Patric) - Cada Sobre contiene: Glucosamina Sulfato 2400 mg + Glucosamina Sulfato 1500 mg + Glucosamina Sulfato 1200 mg,Comercial,2108.658394,Medio,2
20013016,Cloruro De Amonio,Cloruro De Amonio 2 g,ml,Frasco,Teseis,Gerco,Teseis (Gerco) - Frasco 120 ml - Cada 100 ml contiene: Cloruro De Amonio 2 g,Comercial,13038.82634,Medio,2
20013024,Acido Zoledronico,Acido Zoledronico 4 mg,mg,Vial,Acido Zolendronico,Blau,Acido Zolendronico (Blau) - Cada Vial contiene: Acido Zoledronico 4 mg,Comercial,79175,Alto,3
20013024,Acido Zoledronico,Acido Zoledronico 4 mg,mg,Vial,Acido Zolendronico,Blau,Acido Zolendronico (Blau) - Cada Vial contiene: Acido Zoledronico 4 mg,Institucional,79125,Alto,3
20013029,Idarrubicina,Idarrubicina 10 mg,mg,Vial,Idarubicina,Blau,Idarubicina (Blau) - Cada Vial contiene: Idarrubicina 10 mg,Institucional,294908.3103,Medio,2
20013029,Idarrubicina,Idarrubicina 10 mg,mg,Vial,Idarubicina,Blau,Idarubicina (Blau) - Cada Vial contiene: Idarrubicina 10 mg,Comercial,288961.6897,Medio,2
20013033,Desloratadina,"Desloratadina 0,05 g",ml,Frasco,Oxiclarine,Bremymg,"Oxiclarine (Bremymg) - Frasco 60 ml - Cada 100 ml contiene: Desloratadina 0,05 g",Institucional,11925.13225,Medio,2
20013038,Remifentanil,Remifentanil 2 mg,mg,Vial,Rafentilo,Chalver,Rafentilo (Chalver) - Cada Vial contiene: Remifentanil 2 mg,Comercial,2615.749129,Bajo,1
20013038,Remifentanil,Remifentanil 2 mg,mg,Vial,Rafentilo,Chalver,Rafentilo (Chalver) - Cada Vial contiene: Remifentanil 2 mg,Institucional,2267.235495,Bajo,1
20013112,Naproxeno,Naproxeno 3 g,ml,Frasco,Perclusone,Bioquifar,Perclusone (Bioquifar) - Frasco 80 ml - Cada 100 ml contiene: Naproxeno 3 g,Institucional,2496.944444,Alto,3
20013112,Naproxeno,Naproxeno 3 g,ml,Frasco,Perclusone,Bioquifar,Perclusone (Bioquifar) - Frasco 120 ml - Cada 100 ml contiene: Naproxeno 3 g,Comercial,6792.145863,Medio,2
20013129,Ipatropio Bromuro,Bromuro De Ipratropio 20 mcg,dosis,Aerosol,Bromuro De Ipratropio,Faes Farma,Bromuro De Ipratropio (Faes Farma) - Aerosol 200 dosis - Cada 1 dosis contiene: Bromuro De Ipratropio 20 mcg,Institucional,8676.755793,Bajo,1
20013130,Beclometasona,Beclometasona 50 mcg,dosis,Aerosol,Beclometasona,Faes Farma,Beclometasona (Faes Farma) - Aerosol 200 dosis - Cada 1 dosis contiene: Beclometasona 50 mcg,Institucional,6797.466339,Bajo,1
20013191,Ciprofibrato,Ciprofibrato 100 mg,mg,Tableta,Fibrolip,Mega Labs,Fibrolip (Mega Labs) - Cada Tableta contiene: Ciprofibrato 100 mg,Comercial,897.3461538,Alto,3
20013191,Ciprofibrato,Ciprofibrato 100 mg,mg,Tableta,Fibrolip,Mega Labs,Fibrolip (Mega Labs) - Cada Tableta contiene: Ciprofibrato 100 mg,Institucional,311.7958873,Bajo,1
