principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor
Oxigeno,Cilindro,Oxigeno 100 %,metros cubicos,Aire Sintetico Medicinal,Cryogas,52076,Medio,2
Oxigeno,Cilindro,Oxigeno 100 %,metros cubicos,Aire Sintetico Medicinal,Cryogas,82913.3436,Medio,2
Oxigeno,Cilindro,Oxigeno 100 %,metros cubicos,Aire Sintetico Medicinal,Cryogas,89624.66284,Alto,3
Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,Vial,Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,ml,Menactra,Sanofi Aventis,127775.4086,Medio,2
Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,Vial,Antigenos Meningococcicos Polisacaridos Polivalentes Purificados,ml,Menactra,Sanofi Aventis,127185,Medio,2
Hialuronidasa,Vial,Hialuronidasa 150 IU,IU,Hylase,Advance Scientific,90000,Medio,2
Hialuronidasa,Vial,Hialuronidasa 150 IU,IU,Hylase,Advance Scientific,73536.58537,Medio,2
Olopatadina,Frasco,Olopatadina 2 mg,ml,Olopat,Mega Labs,57128.98479,Medio,2
Olopatadina,Frasco,Olopatadina 2 mg,ml,Olopat,Mega Labs,9242.926019,Medio,2
Albendazol,Frasco,Albendazol 2 g,ml,Maxpar,Gimed,9000,Alto,3
Montelukast,Tableta Masticable,"Montelukast 5,187 mg",mg,Montelukast,American Generics,693.5115664,Medio,2
Dipirona Sodica + Cafeina + Isometepteno,Tableta,Cafeina 30 mg + Isometepteno Mucato 30 mg + Dipirona 300 mg,mg,Dosaldin,Labquifar,3102.272727,Medio,2
Estradiol Y Drospirenona,Tableta,Estradiol 2 mg + Drospirenona 1 mg,mg,Clinomat,Synthesis,1233,Medio,2
Estradiol Y Drospirenona,Tableta,Estradiol 2 mg + Drospirenona 1 mg,mg,Clinomat,Synthesis,1129.6,Medio,2
Aciclovir,Tubo,Aciclovir 5 g,g,Aciclovir 5% Crema,La Sante,10230.07967,Medio,2
Isoflavonas De Soya,Tableta,Isoflavona De Soya 80 mg,mg,Aprolac,Mega Labs,2459.5,Medio,2
Isoflavonas De Soya,Tableta,Isoflavona De Soya 80 mg,mg,Aprolac,Mega Labs,436.6296074,Medio,2
Olanzapina,Tableta,Olanzapina 5 mg,mg,Olanzapina,Sandoz,1461,Medio,2
Olanzapina,Tableta,Olanzapina 10 mg,mg,Olanzapina,Sandoz,2745,Medio,2
Olanzapina,Tableta,Olanzapina 10 mg,mg,Olanzapina,Sandoz,2937,Medio,2
Misoprostol,Tableta Vaginal,Misoprostol 50 mcg,mcg,Cytil,Tecnoquimicas,27072.0615,Medio,2
Misoprostol,Tableta Vaginal,Misoprostol 50 mcg,mcg,Cytil,Tecnoquimicas,2168.817223,Medio,2
Acido Azelaico,Tubo,Acido Azelaico 15 g,g,Finacea,Leo,125405.3415,Alto,3
Salbutamol,Frasco,Salbutamol 40 mg,ml,Betadren,Comerfar,9345.235832,Alto,3
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafilo,Pentacoop,583.8535698,Bajo,1
Beclometasona,Aerosol,Beclometasona 50 mcg,dosis,Beclometasona,Faes Farma,7571.428571,Bajo,1
Beclometasona,Aerosol,Beclometasona 50 mcg,dosis,Beclometasona,Faes Farma,7292.821412,Medio,2
Atazanavir,Capsula,Atazanavir 200 mg,mg,Zanavir,Humax,1192.592009,Bajo,1
Levocetirizina,Frasco,"Levocetirizina 0,1 g + Levocetirizina 0,05 g",ml,Antiss D,Lafrancol,64280,Medio,2
Levocetirizina,Frasco,"Levocetirizina 0,1 g + Levocetirizina 0,05 g",ml,Antiss D,Lafrancol,24900,Medio,2
Irinotecan,Vial,Irinotecan 100 mg,ml,Irinotecan Solucion,Unipharm,34434.83557,Bajo,1
Acido Zoledronico,Vial,Acido Zoledronico 4 mg,mg,Acido Zolendronico,Unipharm,24140.11765,Bajo,1
Oxantel,Frasco,Oxantel 5 g + Oxantel 5 g,ml,Pamoxpen,Comerfar,10541.05186,Medio,2
Amlodipino,Tableta,Amlodipino 10 mg,mg,Abalpin,Labquifar,48.57692308,Medio,2
Amlodipino,Tableta,Amlodipino 10 mg,mg,Abalpin,Labquifar,171.0996564,Bajo,1
Sulfametoxazol Y Trimetoprim,Ampolla,Sulfametoxazol 400 mg + Trimetoprim 80 mg,ml,Trimetoprim,Ryan,2780.838446,Alto,3
Sulfametoxazol Y Trimetoprim,Ampolla,Sulfametoxazol 400 mg + Trimetoprim 80 mg,ml,Trimetoprim,Ryan,2494.444444,Medio,2
Glucosamina,Sobre,Glucosamina Sulfato 2400 mg + Glucosamina Sulfato 1500 mg + Glucosamina Sulfato 1200 mg,g,Flexobil,Quimica Patric,2108.658394,Medio,2
Cloruro De Amonio,Frasco,Cloruro De Amonio 2 g,ml,Teseis,Gerco,13038.82634,Medio,2
Acido Zoledronico,Vial,Acido Zoledronico 4 mg,mg,Acido Zolendronico,Blau,79175,Alto,3
Acido Zoledronico,Vial,Acido Zoledronico 4 mg,mg,Acido Zolendronico,Blau,79125,Alto,3
Idarrubicina,Vial,Idarrubicina 10 mg,mg,Idarubicina,Blau,294908.3103,Medio,2
Idarrubicina,Vial,Idarrubicina 10 mg,mg,Idarubicina,Blau,288961.6897,Medio,2
Desloratadina,Frasco,"Desloratadina 0,05 g",ml,Oxiclarine,Bremymg,11925.13225,Medio,2
Remifentanil,Vial,Remifentanil 2 mg,mg,Rafentilo,Chalver,2615.749129,Bajo,1
Remifentanil,Vial,Remifentanil 2 mg,mg,Rafentilo,Chalver,2267.235495,Bajo,1
Naproxeno,Frasco,Naproxeno 3 g,ml,Perclusone,Bioquifar,2496.944444,Alto,3
Naproxeno,Frasco,Naproxeno 3 g,ml,Perclusone,Bioquifar,6792.145863,Medio,2
Ipatropio Bromuro,Aerosol,Bromuro De Ipratropio 20 mcg,dosis,Bromuro De Ipratropio,Faes Farma,8676.755793,Bajo,1
Beclometasona,Aerosol,Beclometasona 50 mcg,dosis,Beclometasona,Faes Farma,6797.466339,Bajo,1
Ciprofibrato,Tableta,Ciprofibrato 100 mg,mg,Fibrolip,Mega Labs,897.3461538,Alto,3
Ciprofibrato,Tableta,Ciprofibrato 100 mg,mg,Fibrolip,Mega Labs,311.7958873,Bajo,1
N-Butil Bromuro De Hioscina E Ibuprofeno,Capsula,N- Butil Bromuro De Hioscina 20 mg + Ibuprofeno 400 mg,mg,Duopas,Chalver,3456.977555,Alto,3
N-Butil Bromuro De Hioscina E Ibuprofeno,Capsula,N- Butil Bromuro De Hioscina 20 mg + Ibuprofeno 400 mg,mg,Duopas,Chalver,3453.743263,Medio,2
Insulina (Humana),Frasco,Insulina (Humana) 100 ui,ml,Insulex R,Pisa,10216.07843,Bajo,1
Insulina (Humana),Frasco,Insulina (Humana) 100 ui,ml,Insulex R,Pisa,8417.022082,Bajo,1
Flunarizina,Tableta,Flunarizina 10 mg,mg,Flui-Dex,Patmar,1582.313821,Alto,3
Rifamicina,Frasco,Rifamicina 1 g,ml,Rifapen,Siegfried,11536.48492,Bajo,1
Rifamicina,Frasco,Rifamicina 1 g,ml,Rifapen,Siegfried,7790,Bajo,1
Sucralfate,Frasco,Sucralfato 20 g,ml,Sugastrin,Farmaser,35947.38622,Medio,2
Sucralfate,Frasco,Sucralfato 20 g,ml,Sugastrin,Farmaser,31500,Alto,3
Sucralfate,Frasco,Sucralfato 20 g,ml,Sugastrin,Farmaser,31106.38533,Bajo,1
Salmeterol Y Fluticasona,Inhalador,Salmeterol 50 mcg + Fluticasona 250 mcg,dosis,Seretide,Glaxosmithkline,99496.54422,Medio,2
Salmeterol Y Fluticasona,Inhalador,Salmeterol 50 mcg + Fluticasona 250 mcg,dosis,Seretide,Glaxosmithkline,33003.82084,Medio,2
Ciprofloxacina,Bolsa,Ciprofloxacina 200 mg,ml,Ciprofloxacina,Corpaul,42.71428571,Bajo,1
Ciprofloxacina,Bolsa,Ciprofloxacina 200 mg,ml,Ciprofloxacina,Corpaul,37.76587302,Bajo,1
Glucosa Y Bupivacaina,Ampolla,"Glucosa 30 mg + Bupivacaina 290,8 mg",ml,Bupinest,Ropsohn,14910,Medio,2
Glucosa Y Bupivacaina,Ampolla,"Glucosa 290,8 mg + Bupivacaina 30 mg",ml,Bupinest Pesado,Ropsohn,16113.4184,Medio,2
Terconazol - Dexametasona,Tubo,"Dexametasona 3,58 mg + Dexametasona 0,8 g",g,Vagicort,Lafrancol,69233.12918,Medio,2
Terconazol - Dexametasona,Tubo,"Dexametasona 3,58 mg + Dexametasona 0,8 g",g,Vagicort,Lafrancol,50809.32696,Medio,2
Loteprednol,Frasco,Loteprednol 2 mg,ml,Talof,Mega Labs,60510.47426,Alto,3
Loteprednol,Frasco,Loteprednol 2 mg,ml,Talof,Mega Labs,29717.34859,Alto,3
Hierro-Multivitaminas Y Acido Folico,Frasco,"Hierro-Multivitaminas Y Acido Folico 0,2 mg + Hierro-Multivitaminas Y Acido Folico 30 mg",ml,Nuclevit Fol,Labquifar,6906.936416,Bajo,1
Hierro-Multivitaminas Y Acido Folico,Frasco,"Hierro-Multivitaminas Y Acido Folico 0,2 mg + Hierro-Multivitaminas Y Acido Folico 30 mg",ml,Nuclevit Fol,Labquifar,5200,Medio,2
Hierro-Multivitaminas Y Acido Folico,Frasco,"Hierro-Multivitaminas Y Acido Folico 0,2 mg + Hierro-Multivitaminas Y Acido Folico 30 mg",ml,Nuclevit Fol,Labquifar,11617.2093,Alto,3
Colistina Sulfato+Hidrocortisona Acetato+Neomicina Sulfato,Frasco,"Hidrocortisona 0,5 mg + Neomicina Sulfato 5 mg + Colistina Sulfato 1,538 mg",ml,Colistina Sulfato+Hidrocortisona Acetato+Neomicina Sulfato,Saluspharma,3600,Medio,2
Hidroxicloroquina,Tableta,Hidroxicloroquina 400 mg,mg,Artroquin,Bioquifar,2195,Bajo,1
Hidroxicloroquina,Tableta,Hidroxicloroquina 400 mg,mg,Artroquin,Bioquifar,629.7029703,Bajo,1
Hidroxicloroquina,Tableta,Hidroxicloroquina 200 mg,mg,Artroquin,Bioquifar,1095,Medio,2
Hidroxicloroquina,Tableta,Hidroxicloroquina 200 mg,mg,Artroquin,Bioquifar,425.0447227,Medio,2
Ibuprofeno,Frasco,Ibuprofeno 2 g,ml,Trosifen,Patmar,12570.8757,Medio,2
Acetaminofen + Fenilefrina + Cetirizina,Capsula,Fenilefrina 10 mg + Acetaminofen 500 mg + Cetirizina 5 mg,mg,Chalver Fluzetrin F,Chalver,2450,Medio,2
Acetaminofen + Fenilefrina + Cetirizina,Capsula,Fenilefrina 10 mg + Acetaminofen 500 mg + Cetirizina 5 mg,mg,Chalver Fluzetrin F,Chalver,2450,Medio,2
Nistatina Y Nifurantel,Capsula Vaginal,Nifuratel 500 mg + Nistatina 200000 IU,mg,Macmiror Complex,Polichem,9982.892919,Medio,2
Nistatina Y Nifurantel,Capsula Vaginal,Nifuratel 500 mg + Nistatina 200000 IU,mg,Macmiror Complex,Polichem,7936.878049,Medio,2
Interferon Beta-1A,Jeringa Prellenada,Interferon Beta-1A 88 mcg,ml,Rebif,Merck,591056.3333,Alto,3
Azitromicina,Frasco,Azitromicina 4 g,ml,Atromed,Med Line,13603.43575,Medio,2
Mentol Y Salicilato De Metilo,Tubo,Mentol 10 g + Salicilato De Metilo 28 g,g,Dolotrin,Licol,19018.47368,Medio,2
Mentol Y Salicilato De Metilo,Tubo,Mentol 10 g + Salicilato De Metilo 28 g,g,Dolotrin,Licol,10909,Medio,2
Acetaminofen + Fenilefrina + Clorfeniramina,Sobre,"Maleato De Clorfeniramina 2,1 mg + Fenilefrina 5,25 mg + Acetaminofen 325 mg",g,Noxpirin Junior,Siegfried,2057.075472,Medio,2
Imiglucerasa,Vial,Imiglucerasa 424 U,U,Cerezyme,Genzyme,3551236.242,Medio,2
Cisplatino,Vial,Cisplatino 50 mg,ml,Cisplatino,Blau,66788,Alto,3
Cisplatino,Vial,Cisplatino 50 mg,ml,Cisplatino,Blau,66788,Alto,3
Clonidina,Tableta,"Clonidina 0,15 mg",mg,Clonidina,Sanofi Aventis,577.8912107,Medio,2
Clonidina,Tableta,"Clonidina 0,15 mg",mg,Clonidina,Sanofi Aventis,88.8104918,Medio,2
Pinaverium,Tableta,Bromuro De Pinaverio 100 mg,mg,Bromux,Mega Labs,6733.573182,Medio,2
Pinaverium,Tableta,Bromuro De Pinaverio 100 mg,mg,Bromux,Mega Labs,2640.489214,Medio,2
Acido Ascorbico (Vit C),Vial,Vitamina C 100 mg,ml,Vitamina C,Magnofarma,50708.15702,Bajo,1
Procaina,Vial,Procaina 1 g,ml,Procaina,Magnofarma,25784.86233,Medio,2
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Farmalip,Patmar,1699.7,Medio,2
Desloratadina,Tableta,Desloratadina 5 mg,mg,Oxiclarine,Bremymg,1128.315552,Medio,2
Morfina,Ampolla,Morfina 10 mg,ml,Morfina Clorhidrato,Fondo Nacional de Estupefacientes,2048.385156,Bajo,1
Morfina,Ampolla,Morfina 10 mg,ml,Morfina Clorhidrato,Fondo Nacional de Estupefacientes,1845,Medio,2
Morfina,Ampolla,Morfina 10 mg,ml,Morfina Clorhidrato,Fondo Nacional de Estupefacientes,5518.716084,Alto,3
Oxido De Hierro Y Oxido De Zinc,Frasco,"Oxido De Zinc 16 g + Oxido De Hierro (Iii) 0,2325 g",ml,Caladerm,Gerco,13707.77476,Medio,2
Carboximetilcelulosa Sodica,Frasco,Carboximetilcelulosa 5 mg,ml,Oq - Tears,Oftalmoquimica,33580.64516,Alto,3
Cascara Sagrada Combinaciones,Sobre,Cascara Sagrada Combinaciones,g,Bilaxan,Labquifar,2175.084746,Medio,2
Cascara Sagrada Combinaciones,Sobre,Cascara Sagrada Combinaciones,g,Bilaxan,Labquifar,216,Medio,2
Moxifloxacino Clorhidrato,Frasco,Moxifloxacina 5 mg,ml,Tq Oftamox,Tecnoquimicas,25929.30563,Alto,3
Moxifloxacino Clorhidrato,Frasco,Moxifloxacina 5 mg,ml,Tq Oftamox,Tecnoquimicas,5296.773249,Medio,2
Meloxicam,Ampolla,Meloxicam 15 mg,ml,Coxxin,Joinpharm,10872.23431,Medio,2
Acido Valproico,Frasco,Acido Valproico 5 g,ml,Avalpric,Bioquifar,8989.570552,Bajo,1
Acido Valproico,Frasco,Acido Valproico 5 g,ml,Avalpric,Bioquifar,5053.716237,Medio,2
Montelukast,Tableta,Montelukast 10 mg,mg,Montelukast,American Generics,1353.12434,Medio,2
Montelukast,Tableta,Montelukast 10 mg,mg,Montelukast,American Generics,640,Medio,2
Candesartan,Tableta,Candesartan 32 mg,mg,Minart,Merck,2066.033333,Medio,2
Candesartan,Tableta,Candesartan 32 mg,mg,Minart,Merck,1619.522996,Medio,2
Candesartan,Tableta,Candesartan 16 mg,mg,Minart,Merck,1033,Medio,2
Candesartan,Tableta,Candesartan 16 mg,mg,Minart,Merck,967.5416667,Alto,3
Carbamazepina,Frasco,Carbamazepina 2 g,ml,Carbepil,Bioquifar,8671.07438,Alto,3
Carbamazepina,Frasco,Carbamazepina 2 g,ml,Carbepil,Bioquifar,4701.849406,Bajo,1
Prazosina,Tableta,Prazosina 1 mg,mg,Prazosina,Laboratorios Richmond,0.1025928097,Bajo,1
Fentanilo,Vial,"Fentanilo 0,5 mg",mg,Citrato De Fentanilo,Ryan,3585.794655,Alto,3
Fentanilo,Vial,"Fentanilo 0,5 mg",mg,Citrato De Fentanilo,Ryan,1360,Alto,3
Hidroclorotiazida Y Losartan,Tableta,"Losartan 50 mg + Hidroclorotiazida 12,5 mg",mg,Losartan + Hidroclorotiazida,Ecar,73.03242118,Bajo,1
Hidroclorotiazida Y Losartan,Tableta,"Hidroclorotiazida 12,5 mg + Losartan 50 mg",mg,Losartan + Hidroclorotiazida,Ecar,1121.539568,Bajo,1
Acido Ibandronico,Tableta,Acido Ibandronico 150 mg,mg,Meliba,Zambon,47611,Bajo,1
Acido Ibandronico,Tableta,Acido Ibandronico 150 mg,mg,Meliba,Zambon,8095.917828,Medio,2
Diosmina Y Hesperidina,Tableta,Diosmina 450 mg + Hesperidina 50 mg,mg,Diosmina/Hesperidina,Winthrop,644.2720307,Bajo,1
Diosmina Y Hesperidina,Tableta,Diosmina 450 mg + Hesperidina 50 mg,mg,Diosmina/Hesperidina,Winthrop,362.1916019,Medio,2
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitalopram,Winthrop,1677.251264,Medio,2
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitalopram,Winthrop,182.0213466,Medio,2
Warfarina,Tableta,Warfarina 5 mg,mg,Warfar,Bioquifar,297.1422432,Medio,2
Warfarina,Tableta,Warfarina 5 mg,mg,Warfar,Bioquifar,118.9216301,Medio,2
Meloxicam,Frasco,"Meloxicam 0,3 mg",ml,Opticam,Especialidades Oftmalmologicas,55803.41912,Medio,2
Meloxicam,Frasco,"Meloxicam 0,3 mg",ml,Opticam,Especialidades Oftmalmologicas,9000,Medio,2
Tizanidina,Tableta,"Tizanidina 0,002 g",g,Miorelax,Bioquifar,805.9090909,Medio,2
Tizanidina,Tableta,"Tizanidina 0,002 g",g,Miorelax,Bioquifar,420.821256,Medio,2
Cefalexina,Tableta,Cefalexina 1 g,g,Keflex,Farma,13131.9,Medio,2
Cefalexina,Tableta,Cefalexina 1 g,g,Keflex,Farma,9332.091304,Medio,2
Cefalexina,Tableta,Cefalexina 500 mg,mg,Keflex,Farma,7934.583333,Alto,3
Cefalexina,Tableta,Cefalexina 500 mg,mg,Keflex,Farma,2959.774049,Alto,3
Ferrimanitol Ovoalbumina,Sobre,Ferrimanitol Ovoalbumina 300 mg,mg,Ferroprotina,Faes Farma,3181.134229,Medio,2
Ferrimanitol Ovoalbumina,Sobre,Ferrimanitol Ovoalbumina 300 mg,mg,Ferroprotina,Faes Farma,1986.52936,Medio,2
Vitamina E,Capsula,Vitamina E 400 IU,IU,Biocar-E,Novamed,988.1805597,Medio,2
Agomelatina,Tableta,Agomelatina 25 mg,mg,Valdoxan,Les Laboratoires Servier,3062.892857,Alto,3
Agomelatina,Tableta,Agomelatina 25 mg,mg,Valdoxan,Les Laboratoires Servier,2987.495342,Alto,3
Aripiprazol,Tableta,Aripiprazol 30 mg,mg,Ipipral,Humax,5943,Alto,3
Aripiprazol,Tableta,Aripiprazol 30 mg,mg,Ipipral,Humax,704.2389993,Alto,3
Aripiprazol,Tableta,Aripiprazol 15 mg,mg,Ipipral,Humax,3417.048485,Medio,2
Aripiprazol,Tableta,Aripiprazol 15 mg,mg,Ipipral,Humax,389.8843218,Medio,2
Acetaminofen + Fenilefrina + Clorfeniramina,Capsula,Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg + Acetaminofen 500 mg,mg,Dolofen Gripa,Procaps,887.5,Alto,3
Acetaminofen + Fenilefrina + Clorfeniramina,Capsula,Acetaminofen 500 mg + Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Dolofen Gripa,Procaps,443.75,Bajo,1
Acetaminofen + Fenilefrina + Clorfeniramina,Capsula,Acetaminofen 500 mg + Fenilefrina 5 mg + Maleato De Clorfeniramina 2 mg,mg,Dolofen Gripa,Procaps,832.7429256,Bajo,1
Dronedarona,Tableta,Dronedarona 400 mg,mg,Multaq,Sanofi Aventis,4847.233333,Medio,2
Dronedarona,Tableta,Dronedarona 400 mg,mg,Multaq,Sanofi Aventis,3952.141732,Medio,2
Certolizumab Pegol,Jeringa Prellenada,Certolizumab Pegol 200 mg,ml,Cimzia,Ucb,1339269.423,Medio,2
Certolizumab Pegol,Jeringa Prellenada,Certolizumab Pegol 200 mg,ml,Cimzia,Ucb,1292334,Medio,2
Pregabalina,Capsula,Pregabalina 25 mg,mg,Martesia,Mega Labs,316.1900471,Medio,2
Pregabalina,Capsula,Pregabalina 75 mg,mg,Martesia,Mega Labs,500,Alto,3
Pregabalina,Capsula,Pregabalina 150 mg,mg,Martesia,Mega Labs,566,Medio,2
Pregabalina,Capsula,Pregabalina 300 mg,mg,Martesia,Mega Labs,639.4976077,Medio,2
Duloxetina,Tableta,Duloxetina 30 mg,mg,Alacir,Mega Labs,569.9438783,Bajo,1
Duloxetina,Tableta,Duloxetina 60 mg,mg,Alacir,Mega Labs,948.5640929,Medio,2
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Hidroxido De Magnesio 8 g + Simeticona 0,6 g + Hidroxido De Aluminio 8 g",ml,Mylanta Dos,Janssen,43714.68531,Alto,3
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Flurinex,Bioquifar,1110.934066,Bajo,1
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Flurinex,Bioquifar,1100,Medio,2
Multivitaminas Mas Hierro,Capsula,Multivitaminas Mas Hierro,mg,Gestavit Dha,Procaps,2223.27092,Bajo,1
Multivitaminas Mas Hierro,Capsula,Multivitaminas Mas Hierro,mg,Gestavit Dha,Procaps,2048.87931,Alto,3
Everolimus,Tableta,Everolimus 10 mg,mg,Afinitor,Novartis,338739,Alto,3
Everolimus,Tableta,Everolimus 5 mg,mg,Afinitor,Novartis,169369,Medio,2
Everolimus,Tableta,Everolimus 5 mg,mg,Afinitor,Novartis,169369,Alto,3
Pramipexola,Tableta,"Pramipexol 1,5 mg",mg,Mirapex Er,Boehringer,4389.395031,Medio,2
Pramipexola,Tableta,"Pramipexol 1,5 mg",mg,Mirapex Er,Boehringer,3890.076275,Medio,2
Pramipexola,Tableta,"Pramipexol 0,75 mg",mg,Mirapex Er,Boehringer,2188.370402,Alto,3
Pramipexola,Tableta,"Pramipexol 0,75 mg",mg,Mirapex Er,Boehringer,1911.61933,Bajo,1
Pramipexola,Tableta,"Pramipexol 0,375 mg",mg,Mirapex Er,Boehringer,1062.443072,Alto,3
Pramipexola,Tableta,"Pramipexol 0,375 mg",mg,Mirapex Er,Boehringer,928.167747,Alto,3
Pramipexola,Tableta,Pramipexol 3 mg,mg,Mirapex Er,Boehringer,8757.337589,Alto,3
Pramipexola,Tableta,Pramipexol 3 mg,mg,Mirapex Er,Boehringer,8703.3,Alto,3
Pramipexola,Tableta,"Pramipexol 4,5 mg",mg,Mirapex Er,Boehringer,13076.15608,Alto,3
Pramipexola,Tableta,"Pramipexol 4,5 mg",mg,Mirapex Er,Boehringer,11575.94787,Alto,3
Fenilefrina Y Cetirizina,Frasco,"Cetirizina 0,1 g + Fenilefrina 0,2 g",ml,Cetirrinol D,Quimica Patric,8321.190476,Bajo,1
Atomoxetina,Capsula,Atomoxetina 40 mg,mg,Attentho,Synthesis,10769.36667,Bajo,1
Atomoxetina,Capsula,Atomoxetina 40 mg,mg,Attentho,Synthesis,4235.572581,Bajo,1
Vitamina A Y Alcohol Polivinilico,Frasco,Vitamina A 5000 ui + Alcohol Polivinilico 12 mg,ml,Oq-See,Oftalmoquimica,53400,Medio,2
Atomoxetina,Capsula,Atomoxetina 10 mg,mg,Attentho,Synthesis,2950.7,Bajo,1
Atomoxetina,Capsula,Atomoxetina 10 mg,mg,Attentho,Synthesis,2386.643979,Bajo,1
Atomoxetina,Capsula,Atomoxetina 25 mg,mg,Attentho,Synthesis,11390.7,Alto,3
Atomoxetina,Capsula,Atomoxetina 25 mg,mg,Attentho,Synthesis,4199.641509,Bajo,1
Betahistina,Tableta,Betahistina 24 mg,mg,Verum,Grunenthal,6637.472507,Alto,3
Betahistina,Tableta,Betahistina 24 mg,mg,Verum,Grunenthal,548.6310094,Medio,2
Factor De Coagulacion Vii,Vial,Factor De Coagulacion Vii 2 mg,mg,Novoseven,Novo Nordisk,4030370,Medio,2
Levetiracetam,Tableta,Levetiracetam 1000 mg,mg,Kopodex,Synthesis,2534.6,Medio,2
Levetiracetam,Tableta,Levetiracetam 1000 mg,mg,Kopodex,Synthesis,1892.556054,Alto,3
Espironolactona,Tableta,Espironolactona 25 mg,mg,Espironolactona,Laproff,215.1288128,Bajo,1
Espironolactona,Tableta,Espironolactona 25 mg,mg,Espironolactona,Laproff,90.05248619,Medio,2
Valaciclovir,Tableta,Valaciclovir 500 mg,mg,Valclovir,Bioquifar,3840,Bajo,1
Valaciclovir,Tableta,Valaciclovir 500 mg,mg,Valclovir,Bioquifar,3000,Medio,2
Desloratadina,Frasco,"Desloratadina 0,05 g",ml,Newtarpan,Bioquifar,10522.30693,Bajo,1
Desloratadina,Frasco,"Desloratadina 0,05 g",ml,Newtarpan,Bioquifar,3241.846922,Medio,2
Dabigatran Etexilato,Capsula,Dabigatran Etexilato 150 mg,mg,Pradaxa,Boehringer,4233.816824,Medio,2
Dabigatran Etexilato,Capsula,Dabigatran Etexilato 150 mg,mg,Pradaxa,Boehringer,3436.152564,Bajo,1
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg + Amlodipino 10 mg",mg,Exforge Hct,Novartis,3549.285714,Medio,2
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,"Hidroclorotiazida 12,5 mg + Amlodipino 10 mg + Valsartan 160 mg",mg,Exforge Hct,Novartis,1558.714286,Medio,2
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,"Hidroclorotiazida 12,5 mg + Amlodipino 10 mg + Valsartan 160 mg",mg,Exforge Hct,Novartis,1491.678571,Medio,2
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,Valsartan 320 mg + Amlodipino 10 mg + Hidroclorotiazida 25 mg,mg,Exforge Hct,Novartis,4419.571429,Medio,2
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,Valsartan 320 mg + Hidroclorotiazida 25 mg + Amlodipino 10 mg,mg,Exforge Hct,Novartis,3117.464286,Medio,2
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,Valsartan 320 mg + Hidroclorotiazida 25 mg + Amlodipino 10 mg,mg,Exforge Hct,Novartis,2983.357143,Medio,2
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,"Valsartan 160 mg + Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",mg,Exforge Hct,Novartis,1491.678571,Alto,3
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,"Valsartan 160 mg + Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",mg,Exforge Hct,Novartis,1491.678571,Bajo,1
Valsartan + Amlodipino + Hidroclorotiazida.,Tableta,"Hidroclorotiazida 12,5 mg + Amlodipino 5 mg + Valsartan 160 mg",mg,Exforge Hct,Novartis,3370.142857,Medio,2
Valaciclovir,Tableta,Valaciclovir 500 mg,mg,Valaciclovir,Genfar,6707.693716,Medio,2
Fluoxetina,Tableta,Fluoxetina 20 mg,mg,Fluoxetina,Novamed,41.04550549,Bajo,1
Cefadroxilo,Capsula,Cefadroxilo 500 mg,mg,Udrocef,Bioquifar,1703.216374,Bajo,1
Clonidina,Tableta,"Clonidina 0,15 mg",mg,Clonidin,Labquifar,193.5955056,Medio,2
Clonidina,Tableta,"Clonidina 0,15 mg",mg,Clonidin,Labquifar,35.37899543,Medio,2
Dienogest Y Etinilestradiol,Tableta,"Dienogest 2 mg + Etinilestradiol 0,03 mg",mg,Yael,Procaps,619.047619,Bajo,1
Dienogest Y Etinilestradiol,Tableta,"Dienogest 2 mg + Etinilestradiol 0,03 mg",mg,Yael,Procaps,522.5876732,Bajo,1
Rosuvastatina Y Ezetimiba,Tableta,Rosuvastatina 10 mg + Ezetimiba 10 mg,mg,Cardiomax Plus,Lafrancol,8510.857143,Alto,3
Rosuvastatina Y Ezetimiba,Tableta,Rosuvastatina 10 mg + Ezetimiba 10 mg,mg,Cardiomax Plus,Lafrancol,1602.272031,Alto,3
Orlistat,Capsula,Orlistat 120 mg,mg,Grazilan,Bioquifar,1466.470588,Medio,2
